3eb844f4-6851-4db7-b4d9-96c2025b75ff,"Руководство ЦФН","1730,1","монета встречается реже",
77cbb7d3-0ad1-46ec-94e0-fd4d65a86c4b,"Руководство ЦФН","1730,2","монета встречается реже",
